r,Si-Si,Total,Si-Si_smoothed,Total_smoothed
Å,Å⁻¹,Å⁻¹,Å⁻¹,Å⁻¹
Radial Distribution Function,Si-Si,Total,Si-Si_smoothed,Total_smoothed
10.51000,0.00000,0.00000,104.62358,104.62358
10.53000,0.00000,0.00000,87.32703,87.32703
10.55000,0.00000,0.00000,70.11708,70.11708
10.57000,0.00000,0.00000,54.16997,54.16997
10.59000,0.00000,0.00000,40.40805,40.40805
10.61000,0.00000,0.00000,29.23821,29.23821
10.63000,0.00000,0.00000,20.78125,20.78125
10.65000,0.00000,0.00000,14.89993,14.89993
10.67000,0.00000,0.00000,11.30194,11.30194
10.69000,0.00000,0.00000,9.62726,9.62726
10.71000,0.00000,0.00000,9.52125,9.52125
10.73000,0.00000,0.00000,10.61457,10.61457
10.75000,0.00000,0.00000,12.58337,12.58337
10.77000,0.00000,0.00000,15.11031,15.11031
10.79000,0.00000,0.00000,17.88859,17.88859
10.81000,0.00000,0.00000,20.63123,20.63123
10.83000,0.00000,0.00000,23.09517,23.09517
10.85000,0.00000,0.00000,25.09352,25.09352
10.87000,300.00000,300.00000,26.62495,26.62495
10.89000,0.00000,0.00000,27.72062,27.72062
10.91000,0.00000,0.00000,28.57627,28.57627
10.93000,0.00000,0.00000,29.46868,29.46868
10.95000,0.00000,0.00000,30.69322,30.69322
10.97000,0.00000,0.00000,32.48684,32.48684
10.99000,0.00000,0.00000,34.95489,34.95489
11.01000,0.00000,0.00000,38.02166,38.02166
11.03000,0.00000,0.00000,41.41990,41.41990
11.05000,0.00000,0.00000,44.72576,44.72576
11.07000,0.00000,0.00000,47.43378,47.43378
11.09000,0.00000,0.00000,49.05557,49.05557
11.11000,600.00000,600.00000,49.21872,49.21872
11.13000,0.00000,0.00000,47.79020,47.79020
11.15000,0.00000,0.00000,44.77424,44.77424
11.17000,0.00000,0.00000,40.47477,40.47477
11.19000,0.00000,0.00000,35.35105,35.35105
11.21000,0.00000,0.00000,29.96989,29.96989
11.23000,0.00000,0.00000,24.93551,24.93551
11.25000,0.00000,0.00000,20.83521,20.83521
11.27000,0.00000,0.00000,18.20913,18.20913
11.29000,0.00000,0.00000,17.53675,17.53675
11.31000,0.00000,0.00000,19.25054,19.25054
11.33000,0.00000,0.00000,23.69465,23.69465
11.35000,0.00000,0.00000,31.14812,31.14812
11.37000,0.00000,0.00000,41.64487,41.64487
11.39000,0.00000,0.00000,55.02528,55.02528
11.41000,0.00000,0.00000,70.78666,70.78666
11.43000,0.00000,0.00000,88.06663,88.06663
11.45000,0.00000,0.00000,105.68198,105.68198
11.47000,0.00000,0.00000,122.25552,122.25552
11.49000,0.00000,0.00000,136.42099,136.42099
11.51000,0.00000,0.00000,147.06780,147.06780
11.53000,1800.00000,1800.00000,153.55827,153.55827
11.55000,0.00000,0.00000,155.89909,155.89909
11.57000,0.00000,0.00000,154.68950,154.68950
11.59000,0.00000,0.00000,151.02475,151.02475
11.61000,0.00000,0.00000,146.21851,146.21851
11.63000,0.00000,0.00000,141.48723,141.48723
11.65000,0.00000,0.00000,137.66431,137.66431
11.67000,0.00000,0.00000,135.02094,135.02094
11.69000,0.00000,0.00000,133.23973,133.23973
11.71000,0.00000,0.00000,131.54297,131.54297
11.73000,0.00000,0.00000,128.93387,128.93387
11.75000,1400.00000,1400.00000,124.51181,124.51181
11.77000,0.00000,0.00000,117.62877,117.62877
11.79000,0.00000,0.00000,108.15670,108.15670
11.81000,0.00000,0.00000,96.45205,96.45205
11.83000,0.00000,0.00000,83.28462,83.28462
11.85000,0.00000,0.00000,69.67651,69.67651
11.87000,0.00000,0.00000,56.71768,56.71768
11.89000,0.00000,0.00000,45.40571,45.40571
11.91000,0.00000,0.00000,36.53909,36.53909
11.93000,0.00000,0.00000,30.66936,30.66936
11.95000,0.00000,0.00000,28.07643,28.07643
11.97000,0.00000,0.00000,28.93026,28.93026
11.99000,0.00000,0.00000,32.99789,32.99789
12.01000,0.00000,0.00000,39.95971,39.95971
12.03000,0.00000,0.00000,49.26655,49.26655
12.05000,0.00000,0.00000,60.17458,60.17458
12.07000,0.00000,0.00000,71.79186,71.79186
12.09000,0.00000,0.00000,83.17183,83.17183
12.11000,0.00000,0.00000,93.44978,93.44978
12.13000,0.00000,0.00000,101.99811,101.99811
12.15000,1200.00000,1200.00000,108.55883,108.55883
12.17000,0.00000,0.00000,113.29154,113.29154
12.19000,0.00000,0.00000,116.81158,116.81158
12.21000,0.00000,0.00000,119.91022,119.91022
12.23000,0.00000,0.00000,123.43281,123.43281
12.25000,0.00000,0.00000,127.98509,127.98509
12.27000,0.00000,0.00000,133.71948,133.71948
12.29000,0.00000,0.00000,140.22918,140.22918
12.31000,0.00000,0.00000,146.58774,146.58774
12.33000,0.00000,0.00000,151.56349,151.56349
12.35000,0.00000,0.00000,153.80944,153.80944
12.37000,1800.00000,1800.00000,152.28609,152.28609
12.39000,0.00000,0.00000,146.45166,146.45166
12.41000,0.00000,0.00000,136.41482,136.41482
12.43000,0.00000,0.00000,122.92914,122.92914
12.45000,0.00000,0.00000,107.25661,107.25661
12.47000,0.00000,0.00000,90.94520,90.94520
12.49000,0.00000,0.00000,75.58043,75.58043
12.51000,0.00000,0.00000,62.56516,62.56516
12.53000,0.00000,0.00000,52.96152,52.96152
12.55000,0.00000,0.00000,47.43624,47.43624
12.57000,0.00000,0.00000,46.12967,46.12967
12.59000,0.00000,0.00000,48.85426,48.85426
12.61000,0.00000,0.00000,54.96462,54.96462
12.63000,0.00000,0.00000,63.53757,63.53757
12.65000,0.00000,0.00000,73.44212,73.44212
12.67000,0.00000,0.00000,83.47243,83.47243
12.69000,0.00000,0.00000,92.50673,92.50673
12.71000,0.00000,0.00000,99.67253,99.67253
12.73000,1200.00000,1200.00000,104.48453,104.48453
12.75000,0.00000,0.00000,106.91747,106.91747
12.77000,0.00000,0.00000,107.38536,107.38536
12.79000,0.00000,0.00000,106.59918,106.59918
12.81000,0.00000,0.00000,105.46480,105.46480
12.83000,0.00000,0.00000,104.68183,104.68183
12.85000,0.00000,0.00000,104.68183,104.68183
12.87000,0.00000,0.00000,105.46480,105.46480
12.89000,0.00000,0.00000,106.59918,106.59918
12.91000,0.00000,0.00000,107.36930,107.36930
12.93000,0.00000,0.00000,106.88243,106.88243
12.95000,1200.00000,1200.00000,104.41109,104.41109
12.97000,0.00000,0.00000,99.52466,99.52466
12.99000,0.00000,0.00000,92.22063,92.22063
13.01000,0.00000,0.00000,82.94058,82.94058
13.03000,0.00000,0.00000,72.49223,72.49223
13.05000,0.00000,0.00000,61.90755,61.90755
13.07000,0.00000,0.00000,52.27717,52.27717
13.09000,0.00000,0.00000,44.59714,44.59714
13.11000,0.00000,0.00000,39.69867,39.69867
13.13000,0.00000,0.00000,38.03482,38.03482
13.15000,0.00000,0.00000,39.80071,39.80071
13.17000,0.00000,0.00000,44.89389,44.89389
13.19000,0.00000,0.00000,52.83973,52.83973
13.21000,0.00000,0.00000,62.93088,62.93088
13.23000,0.00000,0.00000,74.27822,74.27822
13.25000,0.00000,0.00000,85.93086,85.93086
13.27000,0.00000,0.00000,97.02294,97.02294
13.29000,0.00000,0.00000,106.92112,106.92112
13.31000,1200.00000,1200.00000,115.33438,115.33438
13.33000,0.00000,0.00000,122.34728,122.34728
13.35000,0.00000,0.00000,128.35360,128.35360
13.37000,0.00000,0.00000,133.88116,133.88116
13.39000,0.00000,0.00000,139.43855,139.43855
13.41000,0.00000,0.00000,145.18826,145.18826
13.43000,0.00000,0.00000,150.89967,150.89967
13.45000,0.00000,0.00000,155.99806,155.99806
13.47000,0.00000,0.00000,159.41485,159.41485
13.49000,0.00000,0.00000,160.17040,160.17040
13.51000,1800.00000,1800.00000,157.47057,157.47057
13.53000,0.00000,0.00000,151.01187,151.01187
13.55000,0.00000,0.00000,141.14853,141.14853
13.57000,0.00000,0.00000,128.92507,128.92507
13.59000,0.00000,0.00000,115.97306,115.97306
13.61000,0.00000,0.00000,104.30135,104.30135
13.63000,0.00000,0.00000,96.02472,96.02472
13.65000,0.00000,0.00000,93.12303,93.12303
13.67000,0.00000,0.00000,97.03146,97.03146
13.69000,0.00000,0.00000,108.57977,108.57977
13.71000,0.00000,0.00000,127.72136,127.72136
13.73000,0.00000,0.00000,153.44924,153.44924
13.75000,0.00000,0.00000,183.88379,183.88379
13.77000,0.00000,0.00000,216.32603,216.32603
13.79000,0.00000,0.00000,247.67108,247.67108
13.81000,0.00000,0.00000,274.82302,274.82302
13.83000,0.00000,0.00000,295.19171,295.19171
13.85000,3600.00000,3600.00000,307.13111,307.13111
13.87000,0.00000,0.00000,310.20553,310.20553
13.89000,0.00000,0.00000,305.20335,305.20335
13.91000,0.00000,0.00000,293.88357,293.88357
13.93000,0.00000,0.00000,278.49607,278.49607
13.95000,0.00000,0.00000,261.33887,261.33887
13.97000,0.00000,0.00000,244.11271,244.11271
13.99000,0.00000,0.00000,227.77377,227.77377
14.01000,0.00000,0.00000,212.44877,212.44877
14.03000,0.00000,0.00000,197.62741,197.62741
14.05000,1800.00000,1800.00000,182.50004,182.50004
14.07000,0.00000,0.00000,166.32375,166.32375
14.09000,0.00000,0.00000,148.70728,148.70728
14.11000,0.00000,0.00000,129.74580,129.74580
14.13000,0.00000,0.00000,109.99250,109.99250
14.15000,0.00000,0.00000,90.33613,90.33613
14.17000,0.00000,0.00000,71.69647,71.69647
14.19000,0.00000,0.00000,54.93815,54.93815
14.21000,0.00000,0.00000,40.66943,40.66943
14.23000,0.00000,0.00000,29.20561,29.20561
14.25000,0.00000,0.00000,20.59758,20.59758
14.27000,0.00000,0.00000,14.67115,14.67115
14.29000,0.00000,0.00000,11.32240,11.32240
14.31000,0.00000,0.00000,10.26497,10.26497
14.33000,0.00000,0.00000,11.36392,11.36392
14.35000,0.00000,0.00000,14.55388,14.55388
14.37000,0.00000,0.00000,19.80710,19.80710
14.39000,0.00000,0.00000,27.06568,27.06568
14.41000,0.00000,0.00000,36.15633,36.15633
14.43000,0.00000,0.00000,46.71163,46.71163
14.45000,0.00000,0.00000,58.12348,58.12348
14.47000,0.00000,0.00000,69.59300,69.59300
14.49000,0.00000,0.00000,80.11725,80.11725
14.51000,0.00000,0.00000,88.68210,88.68210
14.53000,0.00000,0.00000,94.44550,94.44550
14.55000,1200.00000,1200.00000,96.89440,96.89440
14.57000,0.00000,0.00000,95.98138,95.98138
14.59000,0.00000,0.00000,92.18795,92.18795
14.61000,0.00000,0.00000,86.49720,86.49720
14.63000,0.00000,0.00000,80.27857,80.27857
14.65000,0.00000,0.00000,75.13591,75.13591
14.67000,0.00000,0.00000,72.59330,72.59330
14.69000,0.00000,0.00000,73.98049,73.98049
14.71000,0.00000,0.00000,80.16195,80.16195
14.73000,0.00000,0.00000,91.39307,91.39307
